Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","1999","1999","tonnes","12576574","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2000","2000","tonnes","12718450","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2001","2001","tonnes","13035331","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2002","2002","tonnes","13340235","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2003","2003","tonnes","13833771","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2004","2004","tonnes","14046423","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2005","2005","tonnes","14535513","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2006","2006","tonnes","14683466","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2007","2007","tonnes","15599258","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2008","2008","tonnes","15656164","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2009","2009","tonnes","15921307","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2010","2010","tonnes","16249163","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2011","2011","tonnes","16729434","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2012","2012","tonnes","17150427","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2013","2013","tonnes","16989512","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2014","2014","tonnes","17315360","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2015","2015","tonnes","17605573","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2016","2016","tonnes","17897306","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1020","Milk, whole fresh goat","2017","2017","tonnes","18656727","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1961","1961","kg CO2eq/kg product","103.2366","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1962","1962","kg CO2eq/kg product","101.1451","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1963","1963","kg CO2eq/kg product","100.0774","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1964","1964","kg CO2eq/kg product","101.5181","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1965","1965","kg CO2eq/kg product","100.6839","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1966","1966","kg CO2eq/kg product","105.4525","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1967","1967","kg CO2eq/kg product","106.5046","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1968","1968","kg CO2eq/kg product","106.8264","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1969","1969","kg CO2eq/kg product","107.1353","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1970","1970","kg CO2eq/kg product","105.4367","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1971","1971","kg CO2eq/kg product","103.2246","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1972","1972","kg CO2eq/kg product","102.4582","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1973","1973","kg CO2eq/kg product","99.415","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1974","1974","kg CO2eq/kg product","98.4607","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1975","1975","kg CO2eq/kg product","97.8131","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1976","1976","kg CO2eq/kg product","95.6112","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1977","1977","kg CO2eq/kg product","95.0861","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1978","1978","kg CO2eq/kg product","96.2022","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1979","1979","kg CO2eq/kg product","94.2245","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1980","1980","kg CO2eq/kg product","93.4194","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1981","1981","kg CO2eq/kg product","90.8772","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1982","1982","kg CO2eq/kg product","86.7511","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1983","1983","kg CO2eq/kg product","87.1804","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1984","1984","kg CO2eq/kg product","84.82","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1985","1985","kg CO2eq/kg product","82.7573","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1986","1986","kg CO2eq/kg product","81.2578","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1987","1987","kg CO2eq/kg product","80.6352","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1988","1988","kg CO2eq/kg product","77.6594","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1989","1989","kg CO2eq/kg product","77.4757","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1990","1990","kg CO2eq/kg product","76.832","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1991","1991","kg CO2eq/kg product","74.1172","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1992","1992","kg CO2eq/kg product","74.5426","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1993","1993","kg CO2eq/kg product","72.1231","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1994","1994","kg CO2eq/kg product","69.7871","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1995","1995","kg CO2eq/kg product","68.1906","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1996","1996","kg CO2eq/kg product","71.8695","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1997","1997","kg CO2eq/kg product","66.0481","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1998","1998","kg CO2eq/kg product","66.3307","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","1999","1999","kg CO2eq/kg product","65.3586","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2000","2000","kg CO2eq/kg product","65.1948","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2001","2001","kg CO2eq/kg product","65.4032","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2002","2002","kg CO2eq/kg product","64.0577","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2003","2003","kg CO2eq/kg product","66.6331","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2004","2004","kg CO2eq/kg product","65.184","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2005","2005","kg CO2eq/kg product","63.9269","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2006","2006","kg CO2eq/kg product","62.762","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2007","2007","kg CO2eq/kg product","61.3698","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2008","2008","kg CO2eq/kg product","61.181","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2009","2009","kg CO2eq/kg product","60.2455","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2010","2010","kg CO2eq/kg product","57.4792","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2011","2011","kg CO2eq/kg product","57.198","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2012","2012","kg CO2eq/kg product","56.8117","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2013","2013","kg CO2eq/kg product","56.0817","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2014","2014","kg CO2eq/kg product","56.0773","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2015","2015","kg CO2eq/kg product","55.6927","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2016","2016","kg CO2eq/kg product","55.6531","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","947","Meat, buffalo","2017","2017","kg CO2eq/kg product","55.3663","Fc","Calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1961","1961","tonnes","1071154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1962","1962","tonnes","1104344","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1963","1963","tonnes","1120445","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1964","1964","tonnes","1160552","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1965","1965","tonnes","1182078","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1966","1966","tonnes","1199698","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1967","1967","tonnes","1228088","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1968","1968","tonnes","1262915","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1969","1969","tonnes","1283146","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1970","1970","tonnes","1313001","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1971","1971","tonnes","1341044","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1972","1972","tonnes","1360291","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1973","1973","tonnes","1421249","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1974","1974","tonnes","1461588","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1975","1975","tonnes","1463913","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1976","1976","tonnes","1491582","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1977","1977","tonnes","1500322","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1978","1978","tonnes","1524325","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1979","1979","tonnes","1572082","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1980","1980","tonnes","1605914","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1981","1981","tonnes","1680284","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1982","1982","tonnes","1812532","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1983","1983","tonnes","1838735","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1984","1984","tonnes","1910284","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1985","1985","tonnes","1995979","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1986","1986","tonnes","2101747","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1987","1987","tonnes","2107527","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1988","1988","tonnes","2202040","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1989","1989","tonnes","2206962","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1990","1990","tonnes","2266851","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1991","1991","tonnes","2334810","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1992","1992","tonnes","2403796","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1993","1993","tonnes","2507575","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1994","1994","tonnes","2620576","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1995","1995","tonnes","2712295","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1996","1996","tonnes","2557061","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1997","1997","tonnes","2705361","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1998","1998","tonnes","2745200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","1999","1999","tonnes","2822761","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2000","2000","tonnes","2861292","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2001","2001","tonnes","2862720","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2002","2002","tonnes","2962742","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2003","2003","tonnes","2902986","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2004","2004","tonnes","2993193","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2005","2005","tonnes","3088412","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2006","2006","tonnes","3213477","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2007","2007","tonnes","3328901","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2008","2008","tonnes","3364985","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2009","2009","tonnes","3425423","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2010","2010","tonnes","3580077","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2011","2011","tonnes","3615407","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2012","2012","tonnes","3665570","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2013","2013","tonnes","3707134","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2014","2014","tonnes","3721374","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2015","2015","tonnes","3758919","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2016","2016","tonnes","3797168","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","947","Meat, buffalo","2017","2017","tonnes","3838647","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1961","1961","kg CO2eq/kg product","1.6897","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1962","1962","kg CO2eq/kg product","1.6719","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1963","1963","kg CO2eq/kg product","1.6584","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1964","1964","kg CO2eq/kg product","1.6496","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1965","1965","kg CO2eq/kg product","1.6492","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1966","1966","kg CO2eq/kg product","1.6468","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1967","1967","kg CO2eq/kg product","1.6895","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1968","1968","kg CO2eq/kg product","1.6632","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1969","1969","kg CO2eq/kg product","1.6549","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1970","1970","kg CO2eq/kg product","1.7136","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1971","1971","kg CO2eq/kg product","1.7338","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1972","1972","kg CO2eq/kg product","1.7284","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1973","1973","kg CO2eq/kg product","1.7137","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1974","1974","kg CO2eq/kg product","1.6615","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1975","1975","kg CO2eq/kg product","1.6234","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1976","1976","kg CO2eq/kg product","1.6151","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1977","1977","kg CO2eq/kg product","1.6164","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1978","1978","kg CO2eq/kg product","1.5385","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1979","1979","kg CO2eq/kg product","1.5523","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1980","1980","kg CO2eq/kg product","1.5908","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1981","1981","kg CO2eq/kg product","1.5547","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1982","1982","kg CO2eq/kg product","1.5261","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1983","1983","kg CO2eq/kg product","1.4298","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1984","1984","kg CO2eq/kg product","1.4352","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1985","1985","kg CO2eq/kg product","1.4028","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1986","1986","kg CO2eq/kg product","1.4265","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1987","1987","kg CO2eq/kg product","1.44","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1988","1988","kg CO2eq/kg product","1.4291","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1989","1989","kg CO2eq/kg product","1.417","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1990","1990","kg CO2eq/kg product","1.3952","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1991","1991","kg CO2eq/kg product","1.4534","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1992","1992","kg CO2eq/kg product","1.36","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1993","1993","kg CO2eq/kg product","1.3174","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1994","1994","kg CO2eq/kg product","1.2886","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1995","1995","kg CO2eq/kg product","1.2144","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1996","1996","kg CO2eq/kg product","1.1851","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1997","1997","kg CO2eq/kg product","1.1593","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1998","1998","kg CO2eq/kg product","1.1552","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","1999","1999","kg CO2eq/kg product","1.1102","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","2000","2000","kg CO2eq/kg product","1.0946","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","2001","2001","kg CO2eq/kg product","1.0851","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","2002","2002","kg CO2eq/kg product","1.0789","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","2003","2003","kg CO2eq/kg product","1.0491","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","2004","2004","kg CO2eq/kg product","1.0425","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","2005","2005","kg CO2eq/kg product","1.0343","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","2006","2006","kg CO2eq/kg product","1.0212","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","2007","2007","kg CO2eq/kg product","1.0145","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","2008","2008","kg CO2eq/kg product","1.0038","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","2009","2009","kg CO2eq/kg product","0.9942","Fc","Calculated data"
"EI","Emissions intensities","5000","World","71761","Emissions intensity","951","Milk, whole fresh buffalo","2010","2010","kg CO2eq/kg product","0.9795","Fc","Calculated data"
