Domain,Area,Element,Item,Year,Unit,Value
"Forestry Production and Trade","Europe","Production","Wood fuel","2017","m3","171855801"
"Forestry Production and Trade","Europe","Production","Wood fuel","2018","m3","177284248"
"Forestry Production and Trade","Europe","Production","Wood fuel","2019","m3","174391843"
"Forestry Production and Trade","Europe","Production","Wood fuel","2020","m3","170452315"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1961","m3","476416000"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1962","m3","482081008"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1963","m3","485174000"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1964","m3","508318000"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1965","m3","507724008"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1966","m3","506653008"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1967","m3","530051000"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1968","m3","526832000"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1969","m3","536222000"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1970","m3","566579000"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1971","m3","571012016"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1972","m3","557469016"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1973","m3","581512016"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1974","m3","586908016"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1975","m3","573179000"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1976","m3","564910008"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1977","m3","558973000"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1978","m3","552335000"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1979","m3","556474000"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1980","m3","561580500"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1981","m3","557547016"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1982","m3","552401008"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1983","m3","558878000"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1984","m3","573382008"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1985","m3","569181500"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1986","m3","581965000"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1987","m3","590528008"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1988","m3","605436008"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1989","m3","620833016"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1990","m3","641527200"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1991","m3","539435800"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1992","m3","436959199"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1993","m3","408487699"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1994","m3","381008098"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1995","m3","406003233"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1996","m3","385242200"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1997","m3","421831701"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1998","m3","407661210"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","1999","m3","434041330"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2000","m3","519113695"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2001","m3","498980270"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2002","m3","505662110"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2003","m3","523868299"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2004","m3","537265446"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2005","m3","575195185"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2006","m3","551292735"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2007","m3","606678612"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2008","m3","521707687"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2009","m3","478178171"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2010","m3","532633085"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2011","m3","553258294"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2012","m3","546168774"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2013","m3","553106588"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2014","m3","574655452"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2015","m3","579105462"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2016","m3","595763472"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2017","m3","601824746"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2018","m3","654581545"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2019","m3","641709310"
"Forestry Production and Trade","Europe","Production","Industrial roundwood","2020","m3","633228593"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1961","m3","293940000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1962","m3","295241000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1963","m3","294269000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1964","m3","310148000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1965","m3","274328000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1966","m3","271849000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1967","m3","284673000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1968","m3","286080000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1969","m3","294614000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1970","m3","311200000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1971","m3","311641008"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1972","m3","311075008"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1973","m3","321321008"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1974","m3","315853008"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1975","m3","303139000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1976","m3","306624008"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1977","m3","308658000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1978","m3","306887000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1979","m3","308349000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1980","m3","310940000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1981","m3","303947008"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1982","m3","298744008"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1983","m3","305894000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1984","m3","312136008"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1985","m3","308367000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1986","m3","314254000"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1987","m3","316623008"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1988","m3","323283008"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1989","m3","332858008"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1990","m3","367841962"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1991","m3","282661727"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1992","m3","239279020"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1993","m3","227297462"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1994","m3","221999727"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1995","m3","237756061"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1996","m3","229590313"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1997","m3","242899149"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1998","m3","237133845"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","1999","m3","247733563"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","2000","m3","324633937"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","2001","m3","305958227"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","2002","m3","308541757"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","2003","m3","321260299"
"Forestry Production and Trade","Europe","Production","Sawlogs and veneer logs","2004","m3","329687380"
