Domain,Area,Element,Item,Year,Unit,Value
"Forestry Production and Trade","Asia","Production","Pulp for paper","1982","tonnes","15420609"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1983","tonnes","16432100"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1984","tonnes","17477400"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1985","tonnes","20767800"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1986","tonnes","21926800"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1987","tonnes","25311800"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1988","tonnes","27300800"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1989","tonnes","27789000"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1990","tonnes","28606000"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1991","tonnes","29644245"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1992","tonnes","30777576"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1993","tonnes","32599053"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1994","tonnes","35706556"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1995","tonnes","41427017"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1996","tonnes","31911335"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1997","tonnes","36570657"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1998","tonnes","35250217"
"Forestry Production and Trade","Asia","Production","Pulp for paper","1999","tonnes","34818593"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2000","tonnes","35935359"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2001","tonnes","34892001"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2002","tonnes","36592101"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2003","tonnes","37416701"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2004","tonnes","38227601"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2005","tonnes","39500701"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2006","tonnes","40705701"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2007","tonnes","43284601"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2008","tonnes","44117201"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2009","tonnes","38659501"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2010","tonnes","43208901"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2011","tonnes","44567701"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2012","tonnes","42166601"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2013","tonnes","41207301"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2014","tonnes","42922301"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2015","tonnes","42281801"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2016","tonnes","41797117"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2017","tonnes","42799318"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2018","tonnes","44589530"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2019","tonnes","45179431"
"Forestry Production and Trade","Asia","Production","Pulp for paper","2020","tonnes","43164714"
"Forestry Production and Trade","Asia","Production","Wood pulp","1961","tonnes","4910900"
"Forestry Production and Trade","Asia","Production","Wood pulp","1962","tonnes","5081400"
"Forestry Production and Trade","Asia","Production","Wood pulp","1963","tonnes","5844600"
"Forestry Production and Trade","Asia","Production","Wood pulp","1964","tonnes","6015400"
"Forestry Production and Trade","Asia","Production","Wood pulp","1965","tonnes","6244700"
"Forestry Production and Trade","Asia","Production","Wood pulp","1966","tonnes","6836400"
"Forestry Production and Trade","Asia","Production","Wood pulp","1967","tonnes","7424800"
"Forestry Production and Trade","Asia","Production","Wood pulp","1968","tonnes","8176600"
"Forestry Production and Trade","Asia","Production","Wood pulp","1969","tonnes","9090200"
"Forestry Production and Trade","Asia","Production","Wood pulp","1970","tonnes","10343800"
"Forestry Production and Trade","Asia","Production","Wood pulp","1971","tonnes","10481500"
"Forestry Production and Trade","Asia","Production","Wood pulp","1972","tonnes","10859800"
"Forestry Production and Trade","Asia","Production","Wood pulp","1973","tonnes","11794400"
"Forestry Production and Trade","Asia","Production","Wood pulp","1974","tonnes","11732300"
"Forestry Production and Trade","Asia","Production","Wood pulp","1975","tonnes","10336500"
"Forestry Production and Trade","Asia","Production","Wood pulp","1976","tonnes","11359600"
"Forestry Production and Trade","Asia","Production","Wood pulp","1977","tonnes","11431500"
"Forestry Production and Trade","Asia","Production","Wood pulp","1978","tonnes","11577000"
"Forestry Production and Trade","Asia","Production","Wood pulp","1979","tonnes","12503200"
"Forestry Production and Trade","Asia","Production","Wood pulp","1980","tonnes","12345200"
"Forestry Production and Trade","Asia","Production","Wood pulp","1981","tonnes","11291100"
"Forestry Production and Trade","Asia","Production","Wood pulp","1982","tonnes","11333100"
"Forestry Production and Trade","Asia","Production","Wood pulp","1983","tonnes","11866400"
"Forestry Production and Trade","Asia","Production","Wood pulp","1984","tonnes","12385700"
"Forestry Production and Trade","Asia","Production","Wood pulp","1985","tonnes","12898100"
"Forestry Production and Trade","Asia","Production","Wood pulp","1986","tonnes","13173100"
"Forestry Production and Trade","Asia","Production","Wood pulp","1987","tonnes","13719100"
"Forestry Production and Trade","Asia","Production","Wood pulp","1988","tonnes","14515100"
"Forestry Production and Trade","Asia","Production","Wood pulp","1989","tonnes","15498300"
"Forestry Production and Trade","Asia","Production","Wood pulp","1990","tonnes","16136500"
"Forestry Production and Trade","Asia","Production","Wood pulp","1991","tonnes","16627333"
"Forestry Production and Trade","Asia","Production","Wood pulp","1992","tonnes","16497114"
"Forestry Production and Trade","Asia","Production","Wood pulp","1993","tonnes","16517375"
"Forestry Production and Trade","Asia","Production","Wood pulp","1994","tonnes","17606568"
"Forestry Production and Trade","Asia","Production","Wood pulp","1995","tonnes","18641017"
"Forestry Production and Trade","Asia","Production","Wood pulp","1996","tonnes","18606535"
"Forestry Production and Trade","Asia","Production","Wood pulp","1997","tonnes","19755857"
"Forestry Production and Trade","Asia","Production","Wood pulp","1998","tonnes","18170417"
"Forestry Production and Trade","Asia","Production","Wood pulp","1999","tonnes","19975793"
"Forestry Production and Trade","Asia","Production","Wood pulp","2000","tonnes","22996659"
"Forestry Production and Trade","Asia","Production","Wood pulp","2001","tonnes","23114801"
"Forestry Production and Trade","Asia","Production","Wood pulp","2002","tonnes","23316701"
"Forestry Production and Trade","Asia","Production","Wood pulp","2003","tonnes","23442701"
"Forestry Production and Trade","Asia","Production","Wood pulp","2004","tonnes","24006401"
"Forestry Production and Trade","Asia","Production","Wood pulp","2005","tonnes","24292601"
"Forestry Production and Trade","Asia","Production","Wood pulp","2006","tonnes","25234601"
"Forestry Production and Trade","Asia","Production","Wood pulp","2007","tonnes","27663601"
"Forestry Production and Trade","Asia","Production","Wood pulp","2008","tonnes","28573601"
"Forestry Production and Trade","Asia","Production","Wood pulp","2009","tonnes","24368601"
"Forestry Production and Trade","Asia","Production","Wood pulp","2010","tonnes","29859001"
"Forestry Production and Trade","Asia","Production","Wood pulp","2011","tonnes","31092801"
"Forestry Production and Trade","Asia","Production","Wood pulp","2012","tonnes","30126201"
"Forestry Production and Trade","Asia","Production","Wood pulp","2013","tonnes","31782201"
"Forestry Production and Trade","Asia","Production","Wood pulp","2014","tonnes","33330201"
"Forestry Production and Trade","Asia","Production","Wood pulp","2015","tonnes","33360201"
"Forestry Production and Trade","Asia","Production","Wood pulp","2016","tonnes","34449654"
"Forestry Production and Trade","Asia","Production","Wood pulp","2017","tonnes","35476771"
"Forestry Production and Trade","Asia","Production","Wood pulp","2018","tonnes","37135836"
"Forestry Production and Trade","Asia","Production","Wood pulp","2019","tonnes","38321501"
"Forestry Production and Trade","Asia","Production","Wood pulp","2020","tonnes","37143887"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1961","tonnes","8809500"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1962","tonnes","9377100"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1963","tonnes","10440700"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1964","tonnes","11617100"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1965","tonnes","11718800"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1966","tonnes","12844600"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1967","tonnes","12915700"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1968","tonnes","14109600"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1969","tonnes","15797200"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1970","tonnes","17756527"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1971","tonnes","18151002"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1972","tonnes","19530500"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1973","tonnes","22821700"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1974","tonnes","22430700"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1975","tonnes","20691000"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1976","tonnes","22619700"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1977","tonnes","24014700"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1978","tonnes","25875400"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1979","tonnes","28766500"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1980","tonnes","29619996"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1981","tonnes","29061400"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1982","tonnes","30092100"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1983","tonnes","32452300"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1984","tonnes","35038000"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1985","tonnes","38181900"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1986","tonnes","41042600"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1987","tonnes","45126000"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1988","tonnes","49414600"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1989","tonnes","53197100"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1990","tonnes","57057714"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1991","tonnes","59991463"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1992","tonnes","63411709"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1993","tonnes","65714352"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1994","tonnes","71902939"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1995","tonnes","77457267"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1996","tonnes","81719929"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1997","tonnes","85361472"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1998","tonnes","85698638"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","1999","tonnes","91436820"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2000","tonnes","95186401"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2001","tonnes","96542248"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2002","tonnes","102951021"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2003","tonnes","109526900"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2004","tonnes","117813100"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2005","tonnes","124646962"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2006","tonnes","138318795"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2007","tonnes","148887773"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2008","tonnes","154706283"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2009","tonnes","158489796"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2010","tonnes","169968999"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2011","tonnes","176872375"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2012","tonnes","180650836"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2013","tonnes","181602215"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2014","tonnes","188004856"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2015","tonnes","191584958"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2016","tonnes","193926719"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2017","tonnes","197912361"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2018","tonnes","191823775"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2019","tonnes","194765215"
"Forestry Production and Trade","Asia","Production","Paper and paperboard","2020","tonnes","198303191"
"Forestry Production and Trade","Asia","Production","Graphic papers","1961","tonnes","3449600"
"Forestry Production and Trade","Asia","Production","Graphic papers","1962","tonnes","3654800"
"Forestry Production and Trade","Asia","Production","Graphic papers","1963","tonnes","4067400"
"Forestry Production and Trade","Asia","Production","Graphic papers","1964","tonnes","4394600"
"Forestry Production and Trade","Asia","Production","Graphic papers","1965","tonnes","4369000"
"Forestry Production and Trade","Asia","Production","Graphic papers","1966","tonnes","4750300"
"Forestry Production and Trade","Asia","Production","Graphic papers","1967","tonnes","4634700"
"Forestry Production and Trade","Asia","Production","Graphic papers","1968","tonnes","4991000"
"Forestry Production and Trade","Asia","Production","Graphic papers","1969","tonnes","5582600"
"Forestry Production and Trade","Asia","Production","Graphic papers","1970","tonnes","6424337"
"Forestry Production and Trade","Asia","Production","Graphic papers","1971","tonnes","6562702"
"Forestry Production and Trade","Asia","Production","Graphic papers","1972","tonnes","6968400"
"Forestry Production and Trade","Asia","Production","Graphic papers","1973","tonnes","7896200"
"Forestry Production and Trade","Asia","Production","Graphic papers","1974","tonnes","8156600"
"Forestry Production and Trade","Asia","Production","Graphic papers","1975","tonnes","7942000"
"Forestry Production and Trade","Asia","Production","Graphic papers","1976","tonnes","8481000"
"Forestry Production and Trade","Asia","Production","Graphic papers","1977","tonnes","8850000"
"Forestry Production and Trade","Asia","Production","Graphic papers","1978","tonnes","9550000"
"Forestry Production and Trade","Asia","Production","Graphic papers","1979","tonnes","10151300"
"Forestry Production and Trade","Asia","Production","Graphic papers","1980","tonnes","10780996"
"Forestry Production and Trade","Asia","Production","Graphic papers","1981","tonnes","10666500"
"Forestry Production and Trade","Asia","Production","Graphic papers","1982","tonnes","11122000"
"Forestry Production and Trade","Asia","Production","Graphic papers","1983","tonnes","12061500"
"Forestry Production and Trade","Asia","Production","Graphic papers","1984","tonnes","12725000"
"Forestry Production and Trade","Asia","Production","Graphic papers","1985","tonnes","13454000"
"Forestry Production and Trade","Asia","Production","Graphic papers","1986","tonnes","14474000"
"Forestry Production and Trade","Asia","Production","Graphic papers","1987","tonnes","16788400"
"Forestry Production and Trade","Asia","Production","Graphic papers","1988","tonnes","19207000"
"Forestry Production and Trade","Asia","Production","Graphic papers","1989","tonnes","21010000"
"Forestry Production and Trade","Asia","Production","Graphic papers","1990","tonnes","22589668"
"Forestry Production and Trade","Asia","Production","Graphic papers","1991","tonnes","23561117"
"Forestry Production and Trade","Asia","Production","Graphic papers","1992","tonnes","24296630"
"Forestry Production and Trade","Asia","Production","Graphic papers","1993","tonnes","21652631"
"Forestry Production and Trade","Asia","Production","Graphic papers","1994","tonnes","24329796"
"Forestry Production and Trade","Asia","Production","Graphic papers","1995","tonnes","26207877"
"Forestry Production and Trade","Asia","Production","Graphic papers","1996","tonnes","28815179"
"Forestry Production and Trade","Asia","Production","Graphic papers","1997","tonnes","30314476"
"Forestry Production and Trade","Asia","Production","Graphic papers","1998","tonnes","30524226"
"Forestry Production and Trade","Asia","Production","Graphic papers","1999","tonnes","34129803"
"Forestry Production and Trade","Asia","Production","Graphic papers","2000","tonnes","36718980"
"Forestry Production and Trade","Asia","Production","Graphic papers","2001","tonnes","36928438"
"Forestry Production and Trade","Asia","Production","Graphic papers","2002","tonnes","40274498"
"Forestry Production and Trade","Asia","Production","Graphic papers","2003","tonnes","41690600"
"Forestry Production and Trade","Asia","Production","Graphic papers","2004","tonnes","44761800"
"Forestry Production and Trade","Asia","Production","Graphic papers","2005","tonnes","46288244"
"Forestry Production and Trade","Asia","Production","Graphic papers","2006","tonnes","50945496"
"Forestry Production and Trade","Asia","Production","Graphic papers","2007","tonnes","53985403"
"Forestry Production and Trade","Asia","Production","Graphic papers","2008","tonnes","56118692"
"Forestry Production and Trade","Asia","Production","Graphic papers","2009","tonnes","55158909"
"Forestry Production and Trade","Asia","Production","Graphic papers","2010","tonnes","58890778"
"Forestry Production and Trade","Asia","Production","Graphic papers","2011","tonnes","59660934"
"Forestry Production and Trade","Asia","Production","Graphic papers","2012","tonnes","59416808"
"Forestry Production and Trade","Asia","Production","Graphic papers","2013","tonnes","59472432"
"Forestry Production and Trade","Asia","Production","Graphic papers","2014","tonnes","57620316"
"Forestry Production and Trade","Asia","Production","Graphic papers","2015","tonnes","57467549"
"Forestry Production and Trade","Asia","Production","Graphic papers","2016","tonnes","56509568"
"Forestry Production and Trade","Asia","Production","Graphic papers","2017","tonnes","57221238"
"Forestry Production and Trade","Asia","Production","Graphic papers","2018","tonnes","55705024"
"Forestry Production and Trade","Asia","Production","Graphic papers","2019","tonnes","54553678"
"Forestry Production and Trade","Asia","Production","Graphic papers","2020","tonnes","51778608"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","1998","tonnes","43544185"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","1999","tonnes","45523189"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2000","tonnes","47676072"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2001","tonnes","47781671"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2002","tonnes","51177323"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2003","tonnes","55368700"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2004","tonnes","60192400"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2005","tonnes","64602318"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2006","tonnes","72440872"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2007","tonnes","79091789"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2008","tonnes","82779979"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2009","tonnes","87194355"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2010","tonnes","93605309"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2011","tonnes","97902679"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2012","tonnes","100738687"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2013","tonnes","101517378"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2014","tonnes","108338813"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2015","tonnes","111119041"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2016","tonnes","113679105"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2017","tonnes","116876463"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2018","tonnes","112078855"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2019","tonnes","114665917"
"Forestry Production and Trade","Asia","Production","Packaging paper and paperboard","2020","tonnes","119987944"
"Forestry Production and Trade","Europe","Production","Roundwood","1961","m3","659173000"
"Forestry Production and Trade","Europe","Production","Roundwood","1962","m3","661562008"
"Forestry Production and Trade","Europe","Production","Roundwood","1963","m3","669619000"
"Forestry Production and Trade","Europe","Production","Roundwood","1964","m3","694264000"
"Forestry Production and Trade","Europe","Production","Roundwood","1965","m3","687484024"
"Forestry Production and Trade","Europe","Production","Roundwood","1966","m3","687691008"
"Forestry Production and Trade","Europe","Production","Roundwood","1967","m3","702558000"
"Forestry Production and Trade","Europe","Production","Roundwood","1968","m3","690993000"
"Forestry Production and Trade","Europe","Production","Roundwood","1969","m3","689749000"
"Forestry Production and Trade","Europe","Production","Roundwood","1970","m3","719470000"
"Forestry Production and Trade","Europe","Production","Roundwood","1971","m3","720452016"
"Forestry Production and Trade","Europe","Production","Roundwood","1972","m3","700885016"
"Forestry Production and Trade","Europe","Production","Roundwood","1973","m3","718099016"
"Forestry Production and Trade","Europe","Production","Roundwood","1974","m3","722961016"
"Forestry Production and Trade","Europe","Production","Roundwood","1975","m3","704973000"
"Forestry Production and Trade","Europe","Production","Roundwood","1976","m3","697262008"
"Forestry Production and Trade","Europe","Production","Roundwood","1977","m3","687489000"
"Forestry Production and Trade","Europe","Production","Roundwood","1978","m3","676643000"
"Forestry Production and Trade","Europe","Production","Roundwood","1979","m3","681476000"
"Forestry Production and Trade","Europe","Production","Roundwood","1980","m3","690049000"
"Forestry Production and Trade","Europe","Production","Roundwood","1981","m3","690926016"
"Forestry Production and Trade","Europe","Production","Roundwood","1982","m3","688853008"
"Forestry Production and Trade","Europe","Production","Roundwood","1983","m3","692440000"
"Forestry Production and Trade","Europe","Production","Roundwood","1984","m3","712186008"
"Forestry Production and Trade","Europe","Production","Roundwood","1985","m3","712000000"
"Forestry Production and Trade","Europe","Production","Roundwood","1986","m3","720181000"
"Forestry Production and Trade","Europe","Production","Roundwood","1987","m3","731199008"
"Forestry Production and Trade","Europe","Production","Roundwood","1988","m3","758880518"
"Forestry Production and Trade","Europe","Production","Roundwood","1989","m3","774499356"
"Forestry Production and Trade","Europe","Production","Roundwood","1990","m3","798829800"
"Forestry Production and Trade","Europe","Production","Roundwood","1991","m3","698818500"
"Forestry Production and Trade","Europe","Production","Roundwood","1992","m3","585774299"
"Forestry Production and Trade","Europe","Production","Roundwood","1993","m3","530080199"
"Forestry Production and Trade","Europe","Production","Roundwood","1994","m3","494710998"
"Forestry Production and Trade","Europe","Production","Roundwood","1995","m3","524080433"
"Forestry Production and Trade","Europe","Production","Roundwood","1996","m3","500258100"
"Forestry Production and Trade","Europe","Production","Roundwood","1997","m3","562230701"
"Forestry Production and Trade","Europe","Production","Roundwood","1998","m3","545899790"
"Forestry Production and Trade","Europe","Production","Roundwood","1999","m3","574550297"
"Forestry Production and Trade","Europe","Production","Roundwood","2000","m3","628243430"
"Forestry Production and Trade","Europe","Production","Roundwood","2001","m3","610771721"
"Forestry Production and Trade","Europe","Production","Roundwood","2002","m3","618355750"
"Forestry Production and Trade","Europe","Production","Roundwood","2003","m3","643855441"
"Forestry Production and Trade","Europe","Production","Roundwood","2004","m3","660752143"
"Forestry Production and Trade","Europe","Production","Roundwood","2005","m3","697795174"
"Forestry Production and Trade","Europe","Production","Roundwood","2006","m3","681611205"
"Forestry Production and Trade","Europe","Production","Roundwood","2007","m3","734153584"
"Forestry Production and Trade","Europe","Production","Roundwood","2008","m3","653350061"
"Forestry Production and Trade","Europe","Production","Roundwood","2009","m3","610632189"
"Forestry Production and Trade","Europe","Production","Roundwood","2010","m3","687435602"
"Forestry Production and Trade","Europe","Production","Roundwood","2011","m3","705829616"
"Forestry Production and Trade","Europe","Production","Roundwood","2012","m3","711459517"
"Forestry Production and Trade","Europe","Production","Roundwood","2013","m3","724910459"
"Forestry Production and Trade","Europe","Production","Roundwood","2014","m3","738555911"
"Forestry Production and Trade","Europe","Production","Roundwood","2015","m3","748524275"
"Forestry Production and Trade","Europe","Production","Roundwood","2016","m3","765444684"
"Forestry Production and Trade","Europe","Production","Roundwood","2017","m3","773680547"
"Forestry Production and Trade","Europe","Production","Roundwood","2018","m3","831865793"
"Forestry Production and Trade","Europe","Production","Roundwood","2019","m3","816101153"
"Forestry Production and Trade","Europe","Production","Roundwood","2020","m3","803680908"
"Forestry Production and Trade","Europe","Production","Wood fuel","1961","m3","182757000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1962","m3","179481000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1963","m3","184445000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1964","m3","185946000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1965","m3","179760016"
"Forestry Production and Trade","Europe","Production","Wood fuel","1966","m3","181038000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1967","m3","172507000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1968","m3","164161000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1969","m3","153527000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1970","m3","152891000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1971","m3","149440000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1972","m3","143416000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1973","m3","136587000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1974","m3","136053000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1975","m3","131794000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1976","m3","132352000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1977","m3","128516000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1978","m3","124308000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1979","m3","125002000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1980","m3","128468500"
"Forestry Production and Trade","Europe","Production","Wood fuel","1981","m3","133379000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1982","m3","136452000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1983","m3","133562000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1984","m3","138804000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1985","m3","142818500"
"Forestry Production and Trade","Europe","Production","Wood fuel","1986","m3","138216000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1987","m3","140671000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1988","m3","153444510"
"Forestry Production and Trade","Europe","Production","Wood fuel","1989","m3","153666340"
"Forestry Production and Trade","Europe","Production","Wood fuel","1990","m3","157302600"
"Forestry Production and Trade","Europe","Production","Wood fuel","1991","m3","159382700"
"Forestry Production and Trade","Europe","Production","Wood fuel","1992","m3","148815100"
"Forestry Production and Trade","Europe","Production","Wood fuel","1993","m3","121592500"
"Forestry Production and Trade","Europe","Production","Wood fuel","1994","m3","113702900"
"Forestry Production and Trade","Europe","Production","Wood fuel","1995","m3","118077200"
"Forestry Production and Trade","Europe","Production","Wood fuel","1996","m3","115015900"
"Forestry Production and Trade","Europe","Production","Wood fuel","1997","m3","140399000"
"Forestry Production and Trade","Europe","Production","Wood fuel","1998","m3","138238580"
"Forestry Production and Trade","Europe","Production","Wood fuel","1999","m3","140508967"
"Forestry Production and Trade","Europe","Production","Wood fuel","2000","m3","109129735"
"Forestry Production and Trade","Europe","Production","Wood fuel","2001","m3","111791451"
"Forestry Production and Trade","Europe","Production","Wood fuel","2002","m3","112693640"
"Forestry Production and Trade","Europe","Production","Wood fuel","2003","m3","119987142"
"Forestry Production and Trade","Europe","Production","Wood fuel","2004","m3","123486697"
"Forestry Production and Trade","Europe","Production","Wood fuel","2005","m3","122599989"
"Forestry Production and Trade","Europe","Production","Wood fuel","2006","m3","130318470"
"Forestry Production and Trade","Europe","Production","Wood fuel","2007","m3","127474972"
"Forestry Production and Trade","Europe","Production","Wood fuel","2008","m3","131642374"
"Forestry Production and Trade","Europe","Production","Wood fuel","2009","m3","132454018"
"Forestry Production and Trade","Europe","Production","Wood fuel","2010","m3","154802517"
"Forestry Production and Trade","Europe","Production","Wood fuel","2011","m3","152571322"
"Forestry Production and Trade","Europe","Production","Wood fuel","2012","m3","165290743"
"Forestry Production and Trade","Europe","Production","Wood fuel","2013","m3","171803871"
"Forestry Production and Trade","Europe","Production","Wood fuel","2014","m3","163900459"
"Forestry Production and Trade","Europe","Production","Wood fuel","2015","m3","169418813"
"Forestry Production and Trade","Europe","Production","Wood fuel","2016","m3","169681212"
